-1.60	-111.82
-1.62	-112.80
-1.64	-113.28
-1.67	-115.24
-1.70	-116.70
-1.72	-118.17
-1.75	-119.63
-1.77	-121.10
-1.78	-121.10
-1.80	-123.05
-1.84	-124.03
-1.87	-126.47
-1.92	-127.93
-1.98	-130.86
-1.97	-132.33
-1.97	-132.82
-1.96	-131.84
-1.98	-132.82
-1.95	-132.82
-2.01	-134.28
-2.01	-133.79
-2.01	-134.28
-2.01	-133.79
-2.01	-134.28
-2.01	-133.79
-2.01	-134.28
-2.01	-133.79
-2.01	-134.77
-1.99	-133.79
-1.97	-133.79
-1.95	-132.82
-1.94	-132.82
-1.93	-131.84
-1.91	-132.33
-1.90	-131.84
-1.89	-132.33
-1.88	-131.35
-1.87	-130.86
-1.88	-131.35
-1.87	-130.86
-1.88	-131.35
-1.87	-130.86
-1.88	-131.35
-1.87	-130.86
-1.88	-131.35
-1.84	-130.86
-1.82	-129.89
-1.80	-129.89
-1.79	-128.91
-1.77	-128.91
-1.75	-128.42
-1.72	-128.42
-1.71	-127.45
-1.68	-126.96
-1.67	-126.47
-1.67	-126.96
-1.66	-125.98
-1.65	-126.47
-1.64	-125.98
-1.63	-125.00
-1.62	-125.00
-1.60	-125.00
-1.60	-124.52
-1.60	-125.00
-1.60	-124.52
-1.59	-125.00
-1.60	-124.52
-1.60	-125.00
-1.60	-124.52
-1.60	-125.00
-1.57	-124.03
-1.54	-123.05
-1.53	-123.05
-1.52	-123.05
-1.50	-122.07
-1.50	-122.56
-1.48	-122.07
-1.47	-122.07
-1.46	-121.10
-1.43	-121.10
-1.41	-120.12
-1.40	-119.14
-1.39	-119.14
-1.36	-119.14
-1.35	-118.17
-1.31	-117.19
-1.30	-116.70
-1.29	-116.70
-1.28	-116.21
-1.26	-115.24
-1.25	-115.73
-1.25	-115.24
-1.25	-115.73
-1.25	-115.24
-1.25	-115.73
-1.25	-115.24
-1.25	-115.24
-1.25	-115.24
-1.25	-115.73
-1.25	-115.24
-1.23	-114.26
-1.23	-115.24
-1.21	-114.26
-1.21	-114.26
-1.20	-113.28
-1.20	-113.28
-1.17	-113.28
-1.16	-113.28
-1.13	-111.82
-1.12	-111.33
-1.09	-110.84
-1.09	-111.33
-1.08	-110.35
-1.07	-109.38
-1.07	-109.87
-1.05	-109.38
-1.04	-108.89
-1.03	-108.89
-1.02	-107.91
-0.99	-107.43
-0.97	-106.45
-0.94	-105.47
-0.94	-105.47
-0.92	-105.47
-0.91	-104.50
-0.91	-104.50
-0.91	-104.50
-0.91	-104.50
-0.92	-104.01
-0.91	-104.98
-0.92	-104.50
-0.89	-103.52
-0.85	-102.05
-0.83	-101.57
-0.81	-100.59
-0.78	-99.61
-0.77	-99.12
-0.76	-99.12
-0.75	-98.15
-0.72	-97.66
-0.70	-96.68
-0.69	-97.17
-0.68	-95.71
-0.65	-95.22
-0.64	-93.75
-0.62	-93.75
-0.61	-92.29
-0.59	-91.80
-0.58	-91.31
-0.54	-89.85
-0.53	-88.87
-0.52	-89.85
-0.53	-88.87
-0.52	-89.36
-0.53	-88.87
-0.52	-89.36
-0.53	-88.87
-0.52	-89.36
-0.49	-88.38
-0.46	-86.92
-0.45	-85.45
-0.42	-84.96
-0.40	-83.01
-0.39	-82.03
-0.36	-81.06
-0.33	-80.08
-0.30	-78.62
-0.29	-77.64
-0.26	-75.69
-0.25	-75.69
-0.22	-74.22
-0.20	-72.27
-0.18	-71.29
-0.15	-69.83
-0.12	-67.38
-0.09	-65.92
-0.08	-63.97
-0.04	-62.50
-0.03	-61.04
-0.01	-59.57
-0.01	-58.60
-0.01	-58.60
-0.01	-58.60
-0.01	-58.60
-0.01	-58.60
0.00	-58.60
-0.01	-58.60
0.00	-58.60
-0.01	-58.60
0.00	-58.60
0.00	-58.11
0.00	-58.60
0.00	-58.11
0.00	-58.60
0.00	-58.11
0.00	-58.60
0.00	-58.11
0.00	-58.60
-0.01	-58.11
0.00	-58.60
-0.01	-58.11
0.00	-58.60
-0.01	-57.62
0.00	-58.60
0.00	-57.62
0.00	-58.60
0.00	-57.62
0.00	-58.11
0.00	-58.11
0.00	-58.11
0.00	-57.62
0.00	-58.11
0.00	-57.62
0.00	-58.60
0.00	-57.62
0.00	-58.60
0.01	-57.13
0.01	-56.64
0.02	-56.15
0.02	-56.15
0.03	-55.67
0.04	-55.67
0.04	-54.69
0.05	-54.69
0.07	-52.74
0.08	-50.78
0.11	-49.32
0.13	-46.88
0.14	-45.41
0.16	-42.97
0.16	-41.99
0.16	-42.48
0.16	-41.99
0.16	-41.99
0.16	-41.51
0.16	-42.48
0.19	-39.55
0.20	-37.11
0.21	-35.16
0.23	-33.20
0.23	-31.25
0.26	-29.30
0.26	-27.83
0.27	-27.34
0.28	-25.39
0.30	-23.44
0.31	-19.53
0.35	-17.09
0.36	-13.18
0.38	-11.23
0.39	-8.79
0.41	-6.84
0.43	-2.44
0.43	-1.46
0.44	0.00
0.43	0.00
0.43	0.00
0.43	0.00
0.44	0.00
0.45	1.95
0.47	2.93
0.48	4.88
0.49	7.81
0.51	9.77
0.53	12.70
0.57	17.58
0.61	22.46
0.63	26.37
0.66	31.25
0.68	33.20
0.70	36.62
0.72	38.58
0.74	41.51
0.76	43.46
0.78	45.90
0.80	48.83
0.80	50.29
0.81	49.81
0.80	50.78
0.80	50.78
0.80	50.78
0.80	50.78
0.80	50.78
0.82	50.78
0.82	52.74
0.84	54.69
0.86	56.15
0.89	58.60
0.92	62.01
0.94	64.46
0.96	66.41
0.98	66.90
1.00	69.34
1.02	70.80
1.04	73.24
1.05	74.22
1.06	75.69
1.09	76.66
1.11	79.10
1.13	80.57
1.15	82.52
1.16	83.99
1.17	83.99
1.16	83.99
1.15	83.50
1.16	83.99
1.16	83.99
1.17	83.99
1.17	83.99
1.18	83.99
1.18	85.45
1.20	85.94
1.22	86.92
1.25	88.38
1.25	89.85
1.25	89.85
1.28	91.31
1.29	92.29
1.30	93.75
1.32	93.75
1.34	96.19
1.37	97.66
1.40	99.12
1.42	100.59
1.45	102.54
1.49	104.50
1.52	106.94
1.55	108.40
1.56	109.87
1.58	111.33
1.57	110.84
1.58	111.33
1.57	110.84
1.57	111.33
1.57	110.84
1.59	111.33
1.63	113.28
1.66	115.24
1.68	116.70
1.69	117.19
1.71	118.17
1.73	119.14
1.75	120.12
1.76	121.10
1.80	122.07
1.82	123.05
1.85	125.00
1.86	125.49
1.89	127.45
1.94	128.91
2.01	132.82
2.05	134.77
2.05	135.75
2.06	135.26
2.05	136.72
2.06	135.75
2.06	136.72
2.06	135.75
2.06	136.72
2.07	135.75
2.07	136.72
2.08	136.72
2.07	136.72
2.07	136.72
2.05	136.72
2.07	136.72
2.07	136.72
2.07	136.72
2.07	136.72
2.08	136.72
2.07	136.72
2.08	136.72
2.07	136.72
2.08	136.72
2.08	136.72
2.09	136.72
